พื้นที่ขาย(ตรม.),พื้นที่ Back Room(ตรม.),พื้นที่รวม(ตรม.),จำนวน Opentype 0.9 m,จำนวน Opentype 1.92 m,จำนวนตู้แช่ข้าวกล่องตัว,จำนวนตู้แช่ข้าวกล่องบาน,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,0.00,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep
165.73,49.69,215.42,0,3,1,0,"9,928","9,892","12,319","12,061","13,364","12,151","11,645","12,025","11,885","11,530","10,007","10,417","11,348","10,247","12,944","12,790","13,162","12,620","12,642","12,548","12,145","12,675","11,578","11,216","11,431","11,486","13,059","14,448","14,371","13,486","12,602","11,952","12,159","12,406","10,739","10,934","11,101","11,327","12,764","12,112","14,097","13,193","13,474","12,509","11,873","11,883","10,839","9,745","10,271","9,985","12,679","12,232","12,918","12,564","12,288","12,026","11,233",0.00,"20,861","21,014","21,645","21,897","21,682","24,551","24,059","24,035","24,248","22,546","23,228","23,702","23,513","22,441","23,442","22,904","22,998","25,125","24,315","24,551","24,648","23,326","25,502","25,136","25,685","23,597","22,830","23,108","23,186","24,178","23,829","23,568","22,249","22,302","24,175","23,358","22,685","22,437","23,908","16,852","18,264","16,791","20,408","20,372","18,880","17,404","17,532","16,632","14,343","16,631","18,838","16,703","16,670","15,365","15,529","14,144","11,875"
106.28,19.06,125.34,0,3,2,0,"10,477","9,465","11,532","11,848","15,102","8,941","11,868","12,494","11,977","11,387","11,397","8,968","13,292","6,755","11,116","12,012","12,001","11,408","12,899","11,561","10,892","11,658","11,144","11,866","11,633","10,789","12,050","13,025","13,377","12,523","12,969","12,378","11,273","12,286","11,150","10,419","12,936","11,258","13,197","12,079","13,707","12,624","12,419","11,530","12,082","10,587","10,089","9,366","9,283","9,749","10,305","10,693","11,031","11,405","11,061","11,207","10,618",0.00,"29,213","25,544","27,580","27,861","25,690","23,947","29,086","28,760","26,723","26,733","26,164","28,028","29,406","25,676","27,576","28,006","24,560","26,142","30,922","29,994","28,453","27,297","25,911","27,787","28,062","26,912","30,407","32,271","31,557","32,541","36,210","35,027","30,906","34,220","33,674","36,309","37,725","32,479","28,477","14,329","15,516","14,956","17,519","16,006","15,360","15,854","15,963","15,548","13,553","13,284","15,669","14,450","14,468","13,580","13,893","16,472","16,419"
138.03,81.29,219.32,0,3,2,0,"12,642","11,668","16,675","18,500","15,304","16,289","15,266","16,458","15,953","15,158","14,585","13,557","12,481","12,367","17,420","17,108","17,466","15,996","13,773","17,321","15,746","16,203","16,111","13,857","14,189","13,963","16,838","20,068","19,461","17,558","18,248","16,739","15,705","19,906","14,843","13,284","16,922","14,110","18,643","19,355","19,452","17,736","20,079","15,728","18,067","14,574","14,783","13,448","12,533","12,320","18,249","17,721","19,131","18,911","18,187","18,624","15,186",0.00,"32,187","26,925","34,399","39,322","31,930","31,430","30,422","30,365","30,194","31,308","29,295","34,172","32,409","26,793","34,183","39,451","32,463","30,726","31,595","29,631","30,261","32,317","30,487","35,420","31,908","28,523","34,926","40,361","34,478","32,247","33,342","30,425","31,835","32,129","29,451","31,136","29,444","27,652","31,183","23,853","25,751","26,253","27,060","24,558","25,091","26,857","27,642","25,566","24,080","20,699","25,591","27,127","25,192","23,795","23,288","23,949","23,795"
138.52,14.27,152.79,1,3,2,0,"6,558","5,772","7,100","7,113","7,393","7,704","7,223","7,933","7,589","7,631","6,554","6,482","7,456","6,243","7,625","8,313","8,178","7,654","8,650","8,120","7,667","8,320","8,210","7,948","7,055","7,274","8,500","9,014","9,313","8,967","9,311","8,400","7,283","7,702","6,982","7,217","7,076","6,863","8,446","7,412","9,068","8,270","8,146","7,619","7,345","6,710","6,884","6,122","5,885","5,759","8,037","7,781","8,199","8,326","7,283","7,320","6,306",0.00,"25,899","24,325","27,162","26,706","30,614","35,310","35,009","34,522","33,191","31,610","29,910","33,439","33,014","29,186","33,552","30,900","32,976","32,805","34,554","32,482","31,510","32,822","31,798","32,865","31,096","29,063","32,259","32,552","32,223","30,685","31,132","31,160","30,035","31,734","31,028","32,293","31,676","30,588","32,485","25,320","27,284","27,784","30,982","28,725","26,330","27,309","26,383","25,840","22,465","22,938","26,206","24,577","23,243","23,612","23,097","23,250","19,446"
207.33,72.38,279.71,0,4,2,0,"10,695","9,338","12,199","13,097","13,150","12,540","11,850","13,156","12,609","12,209","10,461","9,884","10,447","9,066","11,668","12,812","13,457","12,991","12,920","12,990","13,220","13,212","11,973","11,738","11,119","11,635","14,149","15,212","15,065","14,385","14,627","13,332","12,742","13,962","11,597","11,213","11,996","11,061","14,740","14,425","17,667","15,889","16,388","14,527","14,865","12,951","8,347","5,266","10,544","10,338","14,317","15,875","18,008","17,273","17,175","17,958","15,713",0.00,"23,525","18,341","24,013","26,054","22,438","21,075","21,367","20,363","20,880","22,416","20,770","23,242","21,498","18,483","22,921","26,769","23,162","22,503","21,723","21,262","22,695","25,074","24,572","27,669","25,213","21,745","26,160","27,668","25,630","23,732","22,608","22,477","24,488","26,121","23,513","26,352","24,986","22,913","26,214","20,848","22,469","22,711","24,230","20,771","20,725","21,009","11,716","12,405","23,104","20,368","24,626","26,111","23,265","21,765","21,276","23,185","22,943"
155.05,51.3,206.35,0,3,1,0,"9,381","8,526","11,019","13,056","12,597","12,292","12,036","13,174","12,127","11,928","10,015","9,504","9,950","8,562","11,356","12,616","13,545","12,902","12,881","12,432","12,956","13,318","12,244","12,159","11,172","11,921","14,848","15,887","16,183","14,580","14,777","13,366","12,462","13,434","11,023","9,967","11,457","10,242","13,351","12,985","14,383","13,387","13,423","12,476","13,043","10,956","10,713","10,014","9,251","9,108","12,997","14,209","14,536","13,602","13,505","13,779","11,787",0.00,"16,058","14,551","17,451","21,366","18,559","18,198","20,117","18,621","18,435","19,194","16,550","19,301","19,988","17,595","20,791","24,745","22,176","21,573","22,332","20,203","20,757","22,088","22,339","24,451","22,844","21,393","26,870","28,951","26,583","25,581","25,368","23,910","24,195","26,475","22,473","23,974","23,863","22,360","24,669","20,209","22,950","23,718","25,266","23,551","23,020","22,646","22,639","24,135","22,096","19,939","24,837","27,194","23,023","21,840","21,201","19,986","21,868"
120.74,39.84,160.58,0,3,2,0,"11,505","11,261","11,886","13,738","13,385","13,281","12,057","12,958","12,751","11,836","12,489","11,742","11,326","12,334","11,776","13,346","13,083","13,547","12,704","12,927","12,729","13,123","13,154","12,199","13,054","12,179","12,859","14,932","14,724","14,210","13,382","13,398","12,879","12,901","13,073","11,721","12,919","13,067","16,514","13,266","14,885","13,456","13,582","13,718","12,964","12,130","12,213","12,069","11,507","11,450","14,404","13,211","14,139","14,099","13,744","13,643","12,629",0.00,"31,884","28,726","34,586","32,922","32,735","32,894","33,271","35,347","35,458","36,233","38,454","36,359","33,808","31,576","35,619","32,992","34,921","35,026","34,784","35,505","34,078","36,498","34,873","35,721","35,250","32,576","37,623","35,829","37,882","36,353","36,876","37,359","36,193","37,999","37,775","37,543","38,014","35,926","35,998","24,584","26,753","28,486","31,909","32,713","31,908","31,908","32,011","35,556","31,148","29,902","35,445","28,393","28,380","27,159","24,226","22,324","22,350"
187.92,57.9,245.82,1,3,2,0,"12,293","10,576","12,484","13,882","12,861","12,687","12,623","13,307","12,640","13,291","11,417","11,524","11,967","11,760","13,599","13,207","12,715","12,448","12,639","12,066","13,229","11,214","12,396","12,014","12,566","12,238","15,014","12,519","13,338","14,167","11,830","12,532","11,693","12,578","12,380","12,545","13,436","12,670","15,021","13,327","15,432","10,886","15,415","12,856","13,440","11,369","11,797","11,761","12,093","11,398","13,622","13,212","13,846","12,135","13,739","13,651","11,682",0.00,"25,052","22,640","25,621","25,884","25,560","25,363","26,542","26,243","25,943","25,553","23,005","24,478","23,123","21,200","23,594","23,121","21,831","20,685","22,355","21,820","21,156","22,978","21,160","23,557","23,510","21,468","24,271","23,575","23,063","23,466","24,469","23,153","22,205","23,972","22,700","24,472","24,622","23,123","23,932","16,632","19,017","19,483","19,998","19,166","17,519","17,561","16,772","17,838","17,217","16,062","17,795","17,002","12,581","15,637","15,464","15,907","15,861"
136.39,39.21,175.6,1,3,2,0,"12,725","12,314","14,830","14,761","16,293","15,211","16,546","15,501","14,912","17,566","15,689","14,980","16,540","14,603","18,705","17,820","20,418","15,953","19,220","16,161","17,139","17,386","16,467","15,580","18,866","17,808","21,324","18,131","18,301","18,031","18,302","16,280","15,371","14,939","14,394","13,760","15,842","14,446","18,221","16,220","17,016","16,102","8,630","20,762","14,032","13,141","13,414","11,580","11,725","11,448","14,575","15,570","14,747","14,768","14,877","14,621","12,559",0.00,"29,270","25,951","27,989","27,106","27,191","26,803","26,606","31,070","25,790","25,394","23,487","25,277","27,246","24,444","29,006","27,072","27,564","26,612","27,876","28,055","25,545","26,134","24,297","24,362","25,927","24,085","26,711","26,144","25,602","25,103","25,592","24,960","23,741","24,502","23,897","26,954","24,372","23,812","24,836","15,036","17,799","15,933","17,134","15,427","15,354","15,737","13,545","13,996","13,870","15,271","19,425","20,172","17,001","17,833","17,605","16,968","17,095"
166.15,51.2,217.35,0,3,2,0,"12,525","11,062","13,667","13,836","15,426","12,744","13,621","14,160","13,898","13,942","11,120","11,482","11,441","12,537","15,696","14,821","15,075","16,746","12,340","16,585","12,891","16,963","13,729","15,307","14,721","15,719","18,168","19,312","19,910","18,432","18,293","17,730","15,407","18,159","15,043","14,840","16,623","14,313","18,475","18,091","19,546","17,574","18,640","17,435","16,298","15,096","13,936","13,168","12,891","12,728","15,999","15,791","17,871","16,975","16,105","16,166","13,996",0.00,"26,196","23,681","28,771","27,742","27,217","26,540","27,626","27,963","28,877","30,114","28,281","28,551","28,273","25,032","30,630","28,723","30,218","30,581","29,923","29,305","29,677","32,171","29,499","30,905","29,370","27,994","32,720","31,318","32,633","30,733","31,754","32,538","31,079","33,585","31,910","31,995","32,168","31,685","33,573","26,429","27,594","27,130","31,180","29,212","31,059","32,133","27,331","27,704","27,138","24,718","27,965","26,483","28,095","27,480","26,780","26,313","24,439"
170.6,50.82,221.42,0,4,3,3,"14,719","15,915","17,032","17,639","18,287","17,291","15,796","19,018","17,741","17,614","15,047","14,764","15,643","14,095","17,667","17,306","17,989","18,107","15,595","18,822","18,238","19,361","18,198","16,719","17,264","17,505","19,037","21,448","19,829","20,224","17,248","19,080","17,239","19,740","17,430","17,791","17,932","16,587","19,219","19,593","20,315","19,816","21,532","19,584","20,001","16,849","16,948","17,105","16,831","15,884","19,174","22,803","21,274","21,985","21,659","19,941","18,818",0.00,"38,972","39,053","46,201","44,445","43,068","43,020","45,519","45,847","46,595","48,225","43,522","46,981","47,984","42,821","49,210","45,980","46,412","46,042","47,846","45,997","46,390","49,215","47,808","50,525","45,915","44,737","51,748","51,404","51,970","51,370","52,544","50,036","47,814","50,124","50,147","49,613","48,803","46,432","47,727","38,656","43,076","41,883","45,335","43,745","41,393","39,659","42,517","43,503","40,756","39,644","43,049","40,328","42,427","43,512","37,046","36,748","36,980"
186.88,58.96,245.84,3,3,2,0,"10,446","9,456","12,010","13,734","14,321","13,675","12,951","14,089","14,146","13,368","11,324","11,096","11,697","10,205","13,072","14,105","15,272","14,402","14,043","14,167","14,482","14,992","13,752","13,121","12,252","12,824","16,013","17,161","17,045","16,466","15,879","15,194","15,004","16,795","13,884","13,272","14,451","12,962","16,112","15,295","18,070","15,578","17,818","12,516","16,408","15,277","14,089","13,827","12,516","12,807","17,589","17,841","18,852","18,340","17,552","18,325","16,399",0.00,"29,681","26,972","32,321","31,887","31,877","30,439","30,514","31,376","31,172","32,215","29,533","31,982","33,629","29,079","34,166","34,442","36,404","34,178","34,171","35,847","36,141","36,535","36,191","38,422","38,987","36,675","40,878","39,155","41,104","42,019","39,275","39,785","40,316","41,317","37,776","38,841","39,979","36,081","36,302","28,229","33,753","34,733","38,254","22,748","28,121","35,336","34,221","35,287","32,685","31,752","38,361","33,710","32,015","31,581","27,685","30,243","31,778"
163.37,60.23,223.6,0,3,2,0,"11,257","11,451","11,987","11,935","11,405","11,671","12,114","10,839","12,073","11,252","11,864","11,184","11,526","11,165","13,208","12,716","12,844","11,143","12,578","11,874","12,376","13,216","12,166","12,430","13,364","12,004","13,343","14,827","11,821","13,505","13,178","13,044","13,001","11,991","13,219","12,082","14,253","13,175","15,225","15,298","15,312","13,445","14,415","15,135","14,616","12,458","14,125","12,469","15,021","11,804","16,322","13,960","13,430","14,394","13,407","14,113","13,216",0.00,"20,972","19,290","22,740","21,735","21,582","21,340","22,006","21,850","21,814","24,053","19,522","22,247","22,679","20,741","23,972","23,077","22,089","21,952","22,857","23,286","21,900","25,197","21,885","24,088","23,845","22,192","25,569","24,465","24,778","22,876","24,742","25,335","23,832","23,526","22,403","23,456","23,551","21,458","25,782","19,518","23,284","23,045","25,105","23,697","21,849","21,637","20,524","21,769","22,709","21,312","23,889","22,020","19,265","18,819","19,814","21,313","21,877"
115.77,45.07,160.84,0,4,2,2,"12,489","12,428","12,385","13,427","14,457","14,137","12,778","13,269","13,033","11,787","11,926","11,819","11,233","12,652","13,072","15,547","15,250","15,528","14,509","14,904","14,521","15,063","14,661","14,421","14,103","14,071","13,403","16,199","16,284","15,985","14,697","15,309","14,494","14,512","14,948","13,042","14,618","14,410","14,182","16,371","16,430","15,763","14,972","14,679","15,776","13,619","13,554","13,202","12,316","12,798","12,763","15,024","14,940","15,437","14,248","14,241","13,865",0.00,"36,510","34,440","40,011","40,489","40,683","39,319","39,538","36,530","33,200","30,430","25,073","22,220","32,757","33,531","39,845","37,299","39,954","38,384","38,661","38,601","37,940","41,503","40,225","42,084","40,568","38,162","44,250","43,363","44,304","43,863","43,443","42,782","40,464","42,501","40,643","41,441","41,403","40,527","44,231","35,104","36,431","33,894","31,465","29,499","27,867","28,553","27,970","28,756","26,839","24,169","27,147","25,751","27,591","27,032","24,929","22,831","22,973"
202.81,67.4,270.21,0,3,2,0,"10,447","9,239","11,542","12,657","12,876","13,031","12,462","13,129","12,103","12,463","11,228","10,458","11,592","8,052","10,967","12,075","12,308","12,452","12,833","12,296","12,263","13,834","12,769","10,944","11,077","10,574","13,313","14,834","15,160","14,348","14,978","14,065","13,503","14,180","12,104","10,835","11,883","12,254","11,960","13,137","15,511","14,111","15,067","13,658","13,584","12,802","11,903","10,822","10,190","9,868","13,024","13,892","14,903","14,593","14,618","15,129","13,326",0.00,"18,811","16,900","20,062","19,996","17,985","17,636","17,744","17,973","17,206","19,213","16,555","17,768","16,867","14,694","17,267","18,480","17,342","16,754","17,351","16,615","17,243","19,435","16,601","19,211","17,926","16,616","19,504","21,210","19,062","17,982","19,609","17,735","18,084","20,413","17,605","19,425","20,086","17,229","18,036","14,104","18,072","16,571","17,652","15,043","15,573","17,368","18,027","18,963","15,804","13,437","15,719","16,416","15,189","14,944","14,960","15,493","15,233"
125.15,35.54,160.69,2,2,2,0,"12,311","11,172","13,253","13,108","14,272","14,045","13,504","14,109","13,524","12,569","11,191","11,398","12,242","10,711","12,918","11,924","14,293","13,110","15,496","13,406","13,857","14,911","13,306","15,078","11,121","12,970","14,541","16,102","14,832","13,861","15,339","14,360","13,519","16,101","14,852","13,149","14,285","13,349","14,906","15,645","16,359","15,239","15,287","15,701","13,603","14,244","15,125","12,778","14,502","12,199","15,209","15,793","16,439","15,223","15,275","15,322","14,188",0.00,"33,352","30,507","35,906","34,254","35,217","34,103","34,799","34,853","35,213","36,022","33,386","34,792","34,759","31,728","37,749","35,189","36,485","35,229","36,819","35,770","35,732","38,202","35,512","35,168","35,027","32,933","37,824","36,597","37,171","32,886","32,202","30,387","30,321","31,709","30,893","30,999","32,297","31,733","34,338","27,051","26,870","25,617","27,449","27,237","27,333","28,047","26,906","27,093","25,355","23,196","26,769","25,100","27,740","25,759","22,181","21,256","19,474"
152.91,47.61,200.52,0,3,2,0,"10,003","9,325","12,543","13,206","13,256","13,088","12,935","13,384","12,967","12,839","11,553","10,925","11,252","10,550","12,923","13,872","14,404","13,579","13,886","13,086","13,483","13,660","11,605","11,224","10,941","9,979","12,021","14,006","14,980","13,625","13,302","12,719","12,444","13,160","11,604","10,140","10,637","10,060","12,868","14,211","15,184","14,392","15,108","13,185","13,225","12,330","11,703","10,688","10,542","10,454","13,313","13,448","14,714","13,958","13,631","13,791","12,471",0.00,"24,462","22,037","28,226","29,585","26,181","25,672","26,738","25,854","25,939","27,819","24,978","28,156","26,696","24,892","30,874","31,178","28,743","27,541","28,744","26,618","28,508","30,463","28,287","30,928","27,866","26,544","31,721","34,041","32,503","30,133","31,045","29,557","29,425","31,362","29,144","29,998","29,417","28,187","32,410","26,533","27,623","28,717","29,355","27,003","26,157","27,903","26,508","26,946","26,962","24,011","26,910","26,888","26,635","25,008","23,415","23,968","24,047"
144.17,40.41,184.58,1,3,2,0,"12,186","11,832","14,866","15,848","15,206","14,884","14,854","14,334","16,681","13,468","14,733","11,924","11,423","11,648","15,055","15,426","14,357","15,249","13,629","14,460","15,497","17,845","14,691","13,301","13,096","12,905","16,999","16,796","17,184","15,434","15,925","16,382","15,606","15,592","13,519","12,065","13,228","12,633","14,988","14,771","13,264","14,674","16,980","17,378","15,360","14,888","13,326","12,444","11,350","10,679","15,463","16,561","16,012","16,424","17,212","15,519","13,393",0.00,"42,221","40,221","48,082","45,819","38,986","27,559","32,969","52,816","51,825","45,361","48,538","33,677","43,458","39,543","47,282","43,030","37,490","21,427","23,901","48,284","51,132","52,445","50,887","39,768","40,515","42,295","49,524","43,510","40,405","21,771","37,128","48,237","45,834","48,077","45,765","34,480","40,310","39,156","37,782","12,415","10,632","15,913","42,302","42,056","39,333","40,055","34,852","35,863","28,426","25,924","37,017","23,229","16,075","25,634","25,395","22,807","21,061"
127.79,32.22,160.01,0,3,2,0,"11,582","10,154","13,486","14,648","15,027","14,214","13,968","14,641","14,109","14,190","12,313","11,767","12,446","11,127","14,263","14,680","14,619","14,166","14,168","13,843","13,597","14,056","12,775","13,078","9,444","15,063","15,052","15,787","15,724","16,368","14,600","14,600","13,477","14,408","12,487","12,518","13,850","11,902","16,372","16,115","17,897","16,592","17,252","16,389","16,032","13,943","13,895","13,616","13,000","12,168","17,156","17,521","17,267","17,616","16,386","16,438","14,488",0.00,"30,510","27,848","32,614","33,665","32,056","31,206","32,787","32,081","31,673","32,512","26,522","28,814","28,435","25,407","29,564","29,529","29,662","29,768","30,599","29,526","29,415","31,567","29,604","34,417","32,573","30,205","35,938","35,107","32,998","33,060","33,401","31,949","31,986","31,831","29,322","32,970","31,781","29,321","32,460","25,024","29,314","29,012","32,692","29,814","29,385","30,113","29,979","31,578","28,392","25,181","30,573","29,502","24,827","26,590","24,736","24,311","21,260"
185.79,35.54,221.33,1,3,2,0,"13,165","11,970","13,853","13,978","14,625","13,876","14,281","13,757","13,725","13,420","12,390","12,219","12,413","11,337","13,176","13,464","13,760","12,738","13,433","13,654","13,118","14,274","12,830","13,094","13,076","12,260","14,385","15,748","16,279","14,529","14,514","14,253","13,522","14,245","13,836","13,723","14,088","12,929","15,156","15,249","15,324","14,629","15,346","15,105","14,673","14,463","13,638","13,808","13,921","13,206","15,565","16,233","15,801","15,588","15,665","15,224","14,187",0.00,"15,968","14,058","19,068","22,234","18,478","17,732","19,480","17,982","19,501","19,655","16,306","16,352","17,323","15,391","19,948","23,007","19,588","17,257","19,154","18,186","18,510","21,590","17,048","19,747","18,255","18,602","23,307","25,468","22,852","21,606","21,655","19,657","20,381","20,263","17,911","20,335","19,167","18,029","20,819","18,134","24,037","20,996","21,086","18,915","19,348","19,500","18,001","18,347","17,721","15,161","16,814","18,502","15,555","16,506","15,814","16,513","16,707"
203.45,59.42,262.87,0,4,2,0,"12,468","11,149","15,601","15,499","16,608","14,666","13,951","14,738","14,722","15,603","12,415","12,247","14,171","10,893","14,165","14,620","14,429","13,642","13,990","14,252","13,425","14,588","13,103","13,519","13,154","13,544","14,585","16,457","16,976","15,380","13,908","15,111","14,164","15,857","13,937","12,947","13,928","12,954","15,303","14,996","15,963","14,412","15,892","14,271","15,243","13,641","13,820","13,404","12,964","11,755","15,787","14,949","16,714","16,500","15,372","15,215","13,706",0.00,"19,334","15,613","18,679","19,944","18,790","18,680","20,045","20,270","20,188","20,492","17,927","20,266","19,798","18,670","21,728","21,614","20,741","19,488","20,583","22,875","20,579","23,981","23,230","23,460","21,791","20,480","23,327","24,212","21,434","18,563","18,154","17,137","16,964","18,372","17,066","16,842","16,957","16,139","17,702","12,390","14,314","14,390","17,906","17,727","17,617","17,988","17,190","18,016","16,345","15,537","19,003","20,512","19,789","17,315","16,506","14,674","15,116"
145.28,39.43,184.71,1,3,2,2,"11,922","11,662","13,390","14,726","14,958","14,281","13,671","14,161","15,174","13,830","13,684","12,259","12,151","14,136","14,478","16,388","15,402","16,695","15,568","15,735","15,370","15,052","14,014","12,945","13,146","14,352","14,931","18,059","16,955","14,903","14,231","14,948","13,049","13,061","14,062","12,109","13,937","14,412","15,626","18,101","18,410","17,477","16,425","16,230","15,845","13,559","14,053","13,018","12,754","14,724","15,338","17,647","16,178","17,195","15,347","16,303","14,707",0.00,"38,683","35,843","42,835","43,709","42,979","42,785","44,459","43,874","43,104","44,400","41,015","42,349","41,828","39,369","46,327","43,967","42,870","42,350","43,613","42,288","41,363","43,553","43,599","44,441","42,543","41,462","47,522","47,189","47,966","38,823","38,076","35,618","34,943","36,923","35,461","35,908","34,662","33,590","37,226","30,881","31,521","30,365","31,673","31,413","29,498","30,670","29,356","29,214","29,391","26,411","29,653","29,206","30,752","28,980","28,562","28,314","25,082"
204.34,60.73,265.07,0,3,2,0,"11,057","10,558","12,427","12,542","12,770","13,242","13,176","12,823","12,413","12,201","11,105","11,070","11,145","11,015","13,190","12,959","12,866","12,397","13,303","12,605","12,395","12,552","12,096","12,108","12,125","11,628","14,039","13,588","14,107","14,128","15,054","15,130","13,645","13,720","13,171","13,521","14,059","13,114","15,292","13,554","15,279","14,021","14,675","14,604","15,174","14,562","14,066","13,469","13,503","12,948","15,662","15,634","15,027","14,901","15,679","14,781","13,729",0.00,"21,083","19,564","24,291","22,073","20,812","21,253","22,057","21,110","21,429","21,908","20,066","21,987","21,392","19,472","22,830","22,032","21,372","21,793","23,122","22,340","22,175","23,127","21,170","21,713","21,643","20,011","22,763","22,016","23,081","23,548","24,988","24,287","22,157","21,796","20,359","22,342","23,039","21,701","24,552","15,416","15,659","15,328","17,555","16,392","15,997","16,698","15,863","17,300","18,230","16,175","18,423","17,285","16,898","17,876","19,782","20,026","19,051"
197.34,69.27,266.61,2,4,3,0,"10,106","8,861","11,516","12,647","12,693","11,934","11,869","12,289","11,757","12,041","10,522","10,098","10,831","9,699","12,627","13,235","13,264","12,687","12,976","12,886","12,250","13,137","11,294","11,331","10,595","11,570","14,400","15,268","14,540","14,071","13,910","11,467","9,013","15,897","13,012","12,593","14,259","12,850","16,816","15,994","18,270","16,746","17,170","16,702","16,016","14,228","13,726","12,779","12,207","11,897","16,606","17,274","18,326","17,718","17,002","17,857","15,627",0.00,"26,864","22,891","28,247","30,818","25,914","25,462","26,587","26,233","25,665","27,984","24,501","29,875","29,074","25,513","31,344","32,156","28,711","28,814","30,339","27,994","27,997","32,064","29,222","34,443","31,554","29,898","36,833","37,378","34,022","32,299","34,030","22,596","20,289","35,581","30,536","33,425","33,039","30,082","34,632","26,053","30,115","31,223","31,799","30,456","27,584","26,848","27,638","28,039","25,852","23,491","28,604","29,193","27,029","25,687","24,875","25,880","26,371"
200.5,62.08,262.58,0,3,2,0,"14,768","14,108","17,761","17,192","18,632","18,467","16,400","20,288","18,394","17,598","15,995","14,951","16,684","14,665","18,279","18,781","19,339","21,758","22,275","19,956","18,558","23,116","19,152","19,093","18,333","19,081","21,227","24,088","24,683","21,706","24,395","20,801","18,915","22,224","20,104","17,411","20,642","18,168","21,442","24,238","23,828","20,590","21,465","20,615","21,426","18,984","18,694","18,255","16,688","16,580","23,370","22,481","24,039","24,355","21,647","21,304","19,477",0.00,"39,531","36,868","43,822","42,330","41,955","43,910","44,059","43,802","44,505","44,519","41,072","42,461","41,452","38,571","46,418","45,453","47,424","49,479","50,161","47,265","46,137","49,297","46,737","49,100","46,627","43,597","51,827","50,234","52,137","50,109","50,476","49,483","47,675","50,219","46,722","47,657","46,959","45,285","50,024","39,803","38,459","33,882","36,996","36,739","35,825","36,328","37,051","39,247","35,088","33,105","38,076","36,465","38,137","36,213","31,505","31,334","29,984"
155.07,43.01,198.08,0,3,2,0,"12,099","11,687","15,082","14,916","15,094","14,983","14,542","14,923","14,587","13,997","12,365","12,046","12,092","12,109","15,770","16,268","15,425","14,756","14,440","15,582","14,595","16,108","14,047","14,122","13,539","13,394","15,835","16,602","17,773","16,616","15,462","16,285","14,265","16,233","14,418","13,418","15,281","13,463","15,560","16,532","19,615","17,593","18,265","17,356","17,598","15,657","14,929","14,297","13,579","14,460","17,331","19,541","20,333","17,025","15,083","14,999","13,874",0.00,"33,566","30,519","36,715","37,645","35,953","35,180","35,371","35,840","35,921","34,673","34,276","35,994","35,300","35,875","65,553","36,517","36,532","36,116","37,730","36,127","35,477","36,835","40,955","38,498","36,570","34,393","39,605","40,135","40,324","39,849","39,806","38,414","37,514","39,468","37,686","38,575","37,671","36,615","37,952","28,468","30,246","30,336","35,567","34,754","31,651","30,606","29,381","29,971","28,275","26,853","30,174","28,401","27,759","26,355","25,144","22,431","21,659"
117.73,40.71,158.44,0,3,2,0,"11,942","10,831","12,939","13,160","13,172","13,015","12,579","13,084","12,480","12,649","11,581","11,572","11,600","10,940","13,100","13,229","13,472","13,409","13,878","13,248","12,557","13,492","12,840","13,230","12,644","12,393","14,602","15,690","16,036","14,412","14,713","14,735","13,700","14,783","13,645","13,290","13,734","12,515","14,356","13,712","14,490","13,230","13,294","13,526","12,677","12,467","12,283","11,738","10,690","10,287","12,834","12,764","13,144","12,531","12,485","13,058","11,113",0.00,"41,291","36,959","41,705","42,564","41,367","42,393","38,357","38,556","38,024","39,096","36,976","38,166","38,676","34,932","39,370","38,203","39,935","39,002","40,693","38,322","37,935","42,588","41,745","43,917","44,896","44,043","49,481","49,803","49,675","46,995","49,130","48,162","46,735","49,115","46,681","47,951","47,850","44,186","44,421","31,218","32,058","31,446","33,389","31,442","30,161","29,615","28,100","29,386","23,311","23,935","28,380","26,545","25,173","23,503","20,891","21,634","21,985"
